Selected_Features,Accuracy,Normalize,Intervalo,HyperP
"Volume, Open, ema_5_t, ema_10_t",54.11764705882353,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, ema_10_t",49.41,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, sma_5_t, ema_10_t",48.23529411764706,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, sma_5_t, ema_10_t",52.94,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t",55.294117647058826,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t",55.29,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, ema_10_t",49.41176470588236,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, ema_10_t",51.76,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, sma_5_t, ema_10_t",54.11764705882353,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, sma_5_t, ema_10_t",58.82,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, ema_5_t, sma_5_t, ema_10_t",48.23529411764706,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, ema_5_t, sma_5_t, ema_10_t",51.76,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t",58.82352941176471,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t",60.0,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, ema_10_t",56.47058823529412,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, ema_10_t",52.94,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, sma_5_t, ema_10_t",55.294117647058826,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, sma_5_t, ema_10_t",55.29,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, ema_5_t, sma_5_t, ema_10_t",48.23529411764706,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, ema_5_t, sma_5_t, ema_10_t",50.59,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"rsi, ema_5_t, sma_5_t, ema_10_t",58.82352941176471,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"rsi, ema_5_t, sma_5_t, ema_10_t",57.65,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t",52.94117647058824,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t",58.82,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, ema_10_t",52.94117647058824,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, ema_10_t",49.41,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t, ema_10_t",50.588235294117645,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t, ema_10_t",52.94,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t, ema_10_t",51.76470588235295,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t, ema_10_t",50.59,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t, ema_10_t",52.94117647058824,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t, ema_10_t",50.59,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t, ema_10_t",56.47058823529412,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t, ema_10_t",57.65,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t, ema_10_t",49.41176470588236,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t, ema_10_t",55.29,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
